지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
252,영광군,2018-08-03,30.4,26.4,35.2,0.0,2.9,22.5,64.5,12.7
252,영광군,2018-08-04,29.7,25.8,35.4,0.0,2.2,24.5,75.3,12.6
252,영광군,2018-08-05,28.8,25.4,33.6,0.0,2.2,24.9,80.6,12.5
252,영광군,2018-08-06,29.4,24.8,35.0,0.0,2.4,24.4,76.4,12.5
252,영광군,2018-08-07,29.8,26.2,35.0,0.0,1.6,25.0,76.8,8.5
252,영광군,2018-08-08,29.9,25.7,35.1,0.0,2.0,24.4,74.5,12.0
252,영광군,2018-08-09,29.6,25.8,34.4,0.0,1.6,24.6,76.3,11.7
252,영광군,2018-08-10,29.7,26.7,33.8,0.5,2.0,24.8,76.5,10.5
252,영광군,2018-08-11,28.1,25.5,34.3,0.0,1.5,24.4,81.5,4.3
252,영광군,2018-08-12,29.1,24.2,34.8,0.0,2.2,23.7,74.6,7.1
252,영광군,2018-08-13,30.4,25.7,36.4,0.0,2.4,22.5,65.3,11.6
252,영광군,2018-08-14,29.9,24.2,37.3,0.0,1.5,22.6,67.1,11.3
252,영광군,2018-08-15,30.2,24.6,37.5,0.0,1.3,22.6,67.1,11.6
252,영광군,2018-08-16,29.9,26.5,34.6,0.0,2.8,22.6,66.3,8.8
252,영광군,2018-08-17,28.1,24.3,33.7,0.0,2.5,16.3,49.6,9.7
252,영광군,2018-08-18,26.4,21.0,33.2,0.0,1.8,15.9,54.1,12.6
252,영광군,2018-08-19,26.7,21.9,32.7,0.0,1.7,19.2,65.6,12.1
252,영광군,2018-08-20,27.8,22.9,32.1,0.0,3.7,20.7,65.8,7.7
252,영광군,2018-08-22,30.9,23.4,36.6,0.0,2.4,21.1,59.9,11.2
252,영광군,2018-08-23,26.6,24.0,30.8,118.5,3.7,22.9,81.4,0.0
252,영광군,2018-08-24,25.3,23.3,28.5,12.0,3.6,22.8,86.5,4.9
252,영광군,2018-08-25,24.8,22.0,29.0,4.5,0.9,21.9,84.9,1.0
252,영광군,2018-08-26,22.3,20.9,25.0,41.0,1.5,21.2,94.3,0.1
252,영광군,2018-08-27,25.0,23.5,26.1,46.5,1.7,24.2,95.3,0.0
252,영광군,2018-08-28,27.9,24.4,32.4,0.1,2.5,23.7,79.5,10.0
252,영광군,2018-08-29,27.5,23.7,32.4,0.3,2.0,23.2,79.1,9.5
252,영광군,2018-08-30,27.2,25.7,30.9,0.5,3.0,24.3,84.4,4.5
252,영광군,2018-08-31,24.7,22.6,29.0,55.0,2.1,22.9,90.0,2.0
252,영광군,2018-09-01,23.9,21.0,28.4,0.1,1.5,20.3,81.6,6.3
252,영광군,2018-09-02,24.5,20.3,28.4,0.0,2.1,19.8,75.5,5.3
252,영광군,2018-09-03,25.9,23.5,31.2,42.0,3.1,22.9,84.1,4.2
252,영광군,2018-09-04,24.1,21.4,27.9,21.0,2.5,20.6,82.1,11.8
252,영광군,2018-09-05,23.9,18.9,29.2,0.0,1.6,17.6,71.4,11.0
252,영광군,2018-09-06,23.5,20.4,26.7,0.5,2.2,19.5,79.1,0.2
252,영광군,2018-09-07,21.2,17.4,25.7,1.5,2.4,17.7,81.1,2.5
252,영광군,2018-09-08,19.7,14.1,25.7,0.0,1.6,14.5,74.9,9.9
252,영광군,2018-09-09,20.4,15.1,26.9,0.0,2.1,13.7,68.6,12.1
252,영광군,2018-09-10,21.0,15.0,28.1,0.0,1.1,15.9,74.9,10.1
252,영광군,2018-09-11,20.0,15.2,26.0,0.0,0.9,13.7,69.5,4.7
252,영광군,2018-09-12,21.8,14.6,29.3,0.0,1.5,15.4,69.1,11.4
252,영광군,2018-09-13,22.1,19.2,26.0,3.5,1.3,19.5,85.4,0.5
252,영광군,2018-09-14,22.4,20.0,26.0,4.5,1.4,20.9,91.8,0.4
252,영광군,2018-09-15,24.0,22.2,28.2,1.5,1.3,22.0,89.1,4.2
252,영광군,2018-09-16,23.3,20.7,27.5,1.5,1.5,20.1,82.9,3.4
252,영광군,2018-09-17,21.9,18.4,26.9,0.1,1.1,17.9,80.1,7.8
252,영광군,2018-09-18,20.9,15.4,26.9,0.0,1.1,15.2,74.0,11.7
252,영광군,2018-09-19,20.2,17.0,24.6,0.5,0.7,16.6,81.5,0.0
252,영광군,2018-09-20,21.8,19.1,24.8,1.0,0.9,19.9,89.8,0.2
252,영광군,2018-09-21,20.4,18.4,23.6,41.5,2.1,18.8,90.9,2.0
252,영광군,2018-09-22,20.6,15.5,27.6,0.0,1.2,14.6,74.3,9.7
252,영광군,2018-09-23,19.0,14.5,26.2,1.0,1.6,15.1,79.3,7.1
252,영광군,2018-09-24,17.5,12.2,23.7,0.0,1.6,11.0,69.3,8.1
252,영광군,2018-09-25,16.8,9.9,24.2,0.0,1.9,9.6,66.4,11.1
252,영광군,2018-09-26,19.0,14.3,25.7,0.0,1.6,13.6,72.8,6.8
252,영광군,2018-09-27,17.9,11.7,25.3,0.0,1.7,12.0,71.0,11.6
252,영광군,2018-09-28,19.1,13.6,24.3,0.3,1.0,13.5,72.4,3.9
252,영광군,2018-09-29,19.9,15.8,26.9,0.0,1.6,15.2,77.0,8.9
252,영광군,2018-09-30,18.4,14.1,23.8,0.0,3.9,12.3,70.0,11.1
252,영광군,2019-05-01,11.6,7.9,17.5,0.0,1.2,8.8,84.4,9.6
252,영광군,2019-05-02,12.4,3.9,20.7,0.0,1.3,4.9,66.5,12.1
252,영광군,2019-05-03,14.8,5.8,23.2,0.0,1.0,7.2,64.8,12.1
252,영광군,2019-05-04,16.2,6.7,25.4,0.0,1.1,5.8,55.9,10.9
252,영광군,2019-05-05,16.7,8.5,26.2,0.0,1.1,7.6,61.3,11.4
252,영광군,2019-05-06,12.1,7.6,15.9,0.0,3.7,2.4,54.4,11.8
252,영광군,2019-05-07,11.7,3.2,21.2,0.0,1.2,2.4,60.8,12.1
252,영광군,2019-05-08,13.6,4.3,21.2,0.0,1.0,-0.1,46.3,7.6
252,영광군,2019-05-09,14.2,8.6,20.9,0.0,1.6,3.1,51.5,8.3
252,영광군,2019-05-10,15.0,6.1,23.7,0.0,1.7,5.1,57.4,11.5
252,영광군,2019-05-11,15.6,7.8,22.8,0.0,1.4,5.2,56.6,12.4
252,영광군,2019-05-12,17.8,10.4,25.3,0.0,1.3,7.9,55.8,11.6
252,영광군,2019-05-14,19.6,14.1,27.6,0.0,1.4,14.3,73.9,9.8
252,영광군,2019-05-15,20.3,14.1,28.1,0.0,1.2,14.0,69.9,11.1
252,영광군,2019-05-16,21.3,14.9,30.0,0.0,1.2,14.0,66.5,12.5
252,영광군,2019-05-17,20.7,15.1,27.6,9.5,1.4,14.1,68.9,4.1
252,영광군,2019-05-18,19.5,15.8,22.4,24.7,2.3,16.1,81.6,0.4
252,영광군,2019-05-19,20.3,18.5,22.3,1.3,2.1,17.8,86.6,0.3
252,영광군,2019-05-20,15.5,11.5,18.6,2.2,2.4,9.7,70.5,8.9
252,영광군,2019-05-21,16.1,7.9,23.2,0.0,1.6,8.9,66.0,13.0
252,영광군,2019-05-22,19.0,11.0,27.7,0.0,2.0,11.7,66.0,12.8
252,영광군,2019-05-23,21.0,15.6,27.7,0.0,2.3,13.8,65.1,12.6
252,영광군,2019-05-24,22.2,17.7,29.0,0.0,2.8,13.8,60.8,11.8
252,영광군,2019-05-25,22.0,15.3,29.2,0.0,1.7,13.9,62.1,7.7
252,영광군,2019-05-26,22.6,17.5,29.2,1.1,2.8,13.6,60.4,6.8
252,영광군,2019-05-27,17.1,11.7,20.0,29.6,3.1,15.9,92.9,0.0
252,영광군,2019-05-28,16.1,11.3,21.0,0.0,2.1,10.0,70.4,7.9
252,영광군,2019-05-29,17.7,9.5,25.4,0.0,1.5,12.2,74.3,13.0
252,영광군,2019-05-30,19.7,12.1,27.9,0.0,1.1,10.1,59.9,6.1
252,영광군,2019-05-31,17.0,13.1,23.1,1.7,1.1,12.2,75.8,9.6
252,영광군,2019-06-01,18.2,12.0,24.9,0.0,1.0,12.2,71.6,9.4
252,영광군,2019-06-02,19.1,11.6,26.3,0.0,0.9,10.1,61.4,12.3
252,영광군,2019-06-03,20.3,12.1,28.8,0.0,1.0,11.6,62.5,12.1
252,영광군,2019-06-04,21.0,14.0,28.8,0.0,1.4,14.6,70.6,11.7
252,영광군,2019-06-05,20.3,16.6,26.1,0.0,1.4,17.3,84.3,10.1
252,영광군,2019-06-06,20.7,16.7,27.5,19.7,1.7,17.9,85.5,1.2
252,영광군,2019-06-07,19.1,17.2,20.5,4.5,2.3,18.0,93.8,0.1
252,영광군,2019-06-08,19.8,17.1,24.0,0.0,1.2,17.6,87.6,4.1
252,영광군,2019-06-09,20.1,16.7,25.5,0.0,1.1,17.2,84.8,5.4
252,영광군,2019-06-10,19.2,17.3,22.2,0.0,1.3,16.2,83.0,1.3
252,영광군,2019-06-11,18.7,16.0,22.8,0.0,1.1,15.5,82.9,5.6
252,영광군,2019-06-12,19.1,14.8,24.7,0.0,1.2,15.4,80.8,8.1
252,영광군,2019-06-13,20.1,14.3,26.8,0.0,1.0,15.6,77.3,9.8
252,영광군,2019-06-14,19.2,16.7,22.2,0.0,0.7,17.2,88.8,0.0
252,영광군,2019-06-15,19.5,14.6,23.6,0.0,2.3,15.7,78.8,10.7
252,영광군,2019-06-16,19.5,15.6,24.3,0.0,1.5,15.7,80.4,11.0
252,영광군,2019-06-17,20.0,14.8,25.7,0.0,1.2,15.7,78.4,10.9
252,영광군,2019-06-18,21.8,17.6,27.0,0.0,1.6,17.6,78.0,4.6
252,영광군,2019-06-19,21.7,18.3,27.2,0.0,1.5,17.7,79.4,7.2
252,영광군,2019-06-20,21.5,16.7,27.4,0.0,1.1,18.1,82.3,9.4
252,영광군,2019-06-21,21.1,17.5,25.9,0.0,1.7,17.6,81.6,12.0
252,영광군,2019-06-22,21.7,17.5,26.8,0.0,1.4,18.5,83.3,7.2
252,영광군,2019-06-23,22.1,18.7,27.0,0.0,1.3,17.9,78.6,9.1
252,영광군,2019-06-24,22.4,17.7,28.0,0.0,1.4,17.9,78.4,11.9
252,영광군,2019-06-25,23.3,17.2,31.7,0.0,1.3,17.3,72.1,10.2
252,영광군,2019-06-26,21.0,18.7,23.3,15.0,0.9,19.6,91.9,0.1
252,영광군,2019-06-27,23.0,20.8,27.2,0.4,1.2,21.3,90.5,2.2
252,영광군,2019-06-28,22.3,19.3,26.0,0.0,0.9,20.0,88.0,2.9
252,영광군,2019-06-29,21.4,20.3,22.8,40.1,1.0,21.0,98.3,0.0
252,영광군,2019-06-30,23.3,20.5,27.7,0.0,1.0,21.0,87.6,3.2
252,영광군,2019-07-01,22.9,21.0,26.5,3.9,0.9,21.4,92.3,0.0
252,영광군,2019-07-02,23.7,19.7,28.7,0.0,1.2,19.3,78.9,11.0
252,영광군,2019-07-03,22.6,19.1,29.5,0.0,1.0,18.9,81.8,6.0
252,영광군,2019-07-04,23.5,18.5,30.2,0.0,1.0,18.3,75.1,11.2
252,영광군,2019-07-05,25.7,19.3,33.2,0.0,1.2,18.7,69.1,10.9
252,영광군,2019-07-06,25.4,19.3,34.5,0.0,1.0,19.1,71.9,12.2
252,영광군,2019-07-07,23.4,19.6,31.5,6.3,1.1,19.2,80.4,6.4
252,영광군,2019-07-08,23.4,19.7,28.0,1.4,1.2,18.4,75.8,10.5
252,영광군,2019-07-09,23.7,19.8,28.3,0.2,0.8,19.4,77.8,3.2
252,영광군,2019-07-10,21.0,20.2,22.4,11.2,1.1,19.9,93.8,0.0
252,영광군,2019-07-11,21.7,19.7,24.5,0.3,1.4,19.3,87.1,0.2
252,영광군,2019-07-12,23.5,18.7,28.5,0.0,1.2,19.4,79.5,8.6
252,영광군,2019-07-13,23.4,20.6,28.3,0.0,0.9,20.1,83.4,3.9
252,영광군,2019-07-14,24.9,21.0,29.6,0.0,1.1,21.0,80.8,8.1
252,영광군,2019-07-15,25.3,20.7,30.2,0.0,1.4,21.2,79.6,5.7
252,영광군,2019-07-16,25.2,20.5,30.6,0.0,1.0,20.8,78.8,8.4
252,영광군,2019-07-17,25.9,21.3,32.2,2.0,1.1,21.2,78.0,7.5
252,영광군,2019-07-18,23.7,19.7,28.3,29.9,0.9,21.4,88.0,0.0
252,영광군,2019-07-19,25.6,22.6,28.6,1.8,1.7,22.8,85.3,0.0
252,영광군,2019-07-20,24.4,21.1,26.8,44.4,3.2,22.9,91.8,0.0
252,영광군,2019-07-21,25.7,22.7,30.1,17.0,2.6,23.9,90.4,1.5
252,영광군,2019-07-22,27.5,23.7,32.7,0.0,1.4,24.7,85.8,4.9
252,영광군,2019-07-23,28.1,25.3,32.4,0.0,2.9,24.3,81.1,6.9
252,영광군,2019-07-24,27.0,25.2,30.5,0.3,2.7,24.7,87.5,0.5
252,영광군,2019-07-25,27.7,25.7,31.6,1.4,3.0,25.2,87.1,2.2
252,영광군,2019-07-26,27.2,25.8,30.0,10.5,2.7,25.2,89.4,0.1
252,영광군,2019-07-27,26.4,25.2,28.5,12.0,1.9,25.7,96.4,0.2
252,영광군,2019-07-28,27.0,24.3,30.5,5.1,2.9,24.9,89.0,1.5
252,영광군,2019-07-29,27.9,23.8,32.2,0.0,2.7,23.9,80.1,12.1
252,영광군,2019-07-30,28.5,25.7,32.1,0.0,3.5,25.0,82.0,5.2
252,영광군,2019-07-31,28.6,26.2,32.2,0.0,3.0,24.9,81.0,9.0
252,영광군,2019-08-01,28.3,24.3,33.3,0.0,1.4,24.7,82.1,11.4
252,영광군,2019-08-02,27.9,23.2,33.9,0.0,1.0,24.1,81.4,11.1
252,영광군,2019-08-03,28.4,23.7,34.6,0.0,1.0,24.6,81.5,10.4
252,영광군,2019-08-04,28.0,23.7,34.4,0.0,0.9,23.8,79.6,9.3
252,영광군,2019-08-05,28.0,23.3,33.2,0.0,0.9,24.4,82.3,9.8
252,영광군,2019-08-06,29.0,24.3,34.9,0.0,1.2,24.7,80.0,9.9
252,영광군,2019-08-07,28.2,24.8,32.9,0.0,1.6,25.2,84.9,9.2
252,영광군,2019-08-08,28.1,24.8,32.5,6.1,0.8,25.4,86.8,3.6
252,영광군,2019-08-09,28.6,24.7,34.0,0.0,0.9,24.8,81.6,8.5
252,영광군,2019-08-10,29.4,24.3,34.4,0.0,1.8,23.1,70.9,10.3
252,영광군,2019-08-11,28.3,25.5,31.6,58.1,3.7,23.6,77.0,2.6
252,영광군,2019-08-12,27.5,26.1,30.1,42.6,2.8,26.2,92.6,1.9
252,영광군,2019-08-13,28.8,25.4,33.5,0.0,1.5,25.3,82.6,9.8
252,영광군,2019-08-14,27.9,25.2,31.7,0.0,1.5,25.4,87.3,10.5
252,영광군,2019-08-15,27.3,24.9,31.0,0.0,1.5,24.6,86.4,5.5
252,영광군,2019-08-16,25.7,22.8,29.3,2.2,1.4,23.3,87.3,4.7
252,영광군,2019-08-17,26.2,22.5,30.9,0.1,1.9,23.3,85.0,8.7
252,영광군,2019-08-18,25.0,20.7,30.0,0.0,0.9,20.4,78.3,11.4
252,영광군,2019-08-19,24.6,19.5,29.6,0.0,1.4,21.1,82.4,11.2
252,영광군,2019-08-20,26.1,21.0,32.5,0.0,0.8,22.6,82.5,8.3
252,영광군,2019-08-21,26.5,24.0,30.5,28.0,0.6,24.4,89.4,1.4
252,영광군,2019-08-22,26.3,24.0,30.6,85.3,1.5,23.7,87.3,7.2
252,영광군,2019-08-23,25.0,21.0,29.0,0.0,0.8,21.6,83.0,5.6
252,영광군,2019-08-24,23.1,17.7,28.9,0.0,0.9,19.2,81.1,6.5
252,영광군,2019-08-25,22.2,19.7,26.3,0.6,0.6,19.9,87.4,1.9
252,영광군,2019-08-26,24.6,18.8,31.0,0.0,1.5,19.9,76.9,9.6
252,영광군,2019-08-27,22.5,20.8,24.1,36.6,0.8,22.1,97.6,0.0
252,영광군,2019-08-28,23.7,21.3,26.7,0.7,0.6,22.2,92.5,6.749999999999999
252,영광군,2019-08-29,22.6,20.7,26.2,0.0,1.9,21.2,92.4,0.0
252,영광군,2019-08-30,22.8,18.7,27.6,0.0,1.4,19.0,80.8,0.0
252,영광군,2019-08-31,22.8,19.2,28.6,0.9,1.1,19.0,81.5,2.2
252,영광군,2019-09-01,21.8,17.7,25.6,0.0,0.7,19.4,87.0,1.9
252,영광군,2019-09-02,21.3,19.8,23.6,2.2,0.9,20.3,94.9,0.0
252,영광군,2019-09-03,23.0,20.7,26.3,2.3,0.9,22.2,95.6,0.0
252,영광군,2019-09-04,24.7,22.2,29.6,13.9,1.8,23.3,92.8,2.0
252,영광군,2019-09-05,24.0,20.7,28.3,20.2,1.0,22.8,93.5,0.0
252,영광군,2019-09-06,25.2,21.1,29.2,2.7,1.2,23.5,91.3,5.567857142857142
252,영광군,2019-09-07,24.6,22.8,26.8,20.2,5.8,22.9,90.8,2.9
252,영광군,2019-09-08,24.0,22.5,27.6,3.7,0.8,23.0,94.8,1.2
252,영광군,2019-09-09,24.6,22.1,28.6,19.7,1.3,23.7,95.4,1.9
252,영광군,2019-09-10,25.8,23.1,29.7,0.0,2.7,23.0,85.4,6.6
252,영광군,2019-09-11,24.2,22.7,27.8,0.0,1.2,22.8,92.3,6.6
252,영광군,2019-09-12,23.0,20.1,25.3,2.3,0.7,21.5,92.1,0.0
252,영광군,2019-09-13,23.0,19.7,28.0,0.0,0.8,19.7,83.3,9.7
252,영광군,2019-09-14,23.1,18.8,28.0,0.0,1.1,20.3,85.6,9.3
252,영광군,2019-09-15,23.7,21.3,28.4,0.0,1.3,21.4,88.0,8.2
252,영광군,2019-09-16,23.2,20.3,27.5,0.0,1.2,21.0,88.3,7.7
252,영광군,2019-09-17,22.0,17.0,29.0,0.0,0.9,16.4,76.8,11.5
252,영광군,2019-09-18,20.0,13.8,25.9,0.0,2.0,15.5,76.9,11.2
252,영광군,2019-09-19,17.9,10.3,25.2,0.0,1.2,13.2,76.4,11.5
252,영광군,2019-09-20,19.1,14.9,23.7,0.0,0.8,15.9,83.0,1.2
252,영광군,2019-09-21,17.0,16.2,18.6,61.2,1.2,16.4,97.0,0.0
252,영광군,2019-09-22,17.4,16.2,19.5,93.7,3.1,15.8,91.0,0.0
252,영광군,2019-09-23,18.1,13.2,23.0,0.1,1.8,13.7,77.3,10.7
252,영광군,2019-09-24,17.2,11.6,23.6,0.0,1.0,14.1,84.0,11.4
252,영광군,2019-09-25,18.3,12.3,24.7,0.0,0.9,15.0,83.9,6.8
252,영광군,2019-09-26,20.4,16.0,26.2,0.0,0.9,16.9,82.5,6.4
252,영광군,2019-09-28,22.8,19.6,27.5,0.4,0.9,20.7,88.8,8.0
252,영광군,2019-09-29,21.1,17.2,26.4,0.0,1.2,18.2,85.3,8.7
252,영광군,2019-09-30,20.5,14.6,27.3,0.0,0.9,17.6,84.6,10.5
252,영광군,2020-05-01,21.0,18.2,25.6,0.0,4.2,16.8,77.8,7.3
252,영광군,2020-05-02,19.8,17.2,24.0,0.5,2.2,16.3,80.9,0.7
252,영광군,2020-05-03,18.9,16.5,23.4,52.1,2.4,16.6,87.3,1.4
252,영광군,2020-05-04,16.5,10.1,23.2,0.0,1.8,13.7,84.4,9.2
252,영광군,2020-05-05,14.6,9.1,20.4,0.0,1.3,12.6,88.5,1.7
252,영광군,2020-05-06,18.5,13.6,25.8,0.0,1.8,13.1,73.9,11.7
252,영광군,2020-05-07,18.3,11.8,26.3,0.0,1.4,7.6,56.9,12.3
252,영광군,2020-05-08,18.2,10.4,24.3,7.0,2.6,10.6,63.8,7.6
252,영광군,2020-05-09,15.9,12.6,19.3,26.9,3.4,15.0,94.6,0.0
252,영광군,2020-05-10,13.6,11.1,16.3,1.5,1.4,12.9,95.9,0.4
252,영광군,2020-05-11,16.8,11.8,23.2,0.0,1.7,13.1,81.4,11.2
252,영광군,2020-05-12,15.2,10.8,21.4,0.0,2.4,10.0,73.0,12.7
252,영광군,2020-05-13,14.9,8.0,21.1,0.0,1.3,6.9,63.1,12.5
252,영광군,2020-05-14,19.3,10.5,27.2,0.0,1.7,6.0,46.8,5.5
252,영광군,2020-05-15,17.7,15.8,19.1,17.3,2.9,16.6,94.1,0.0
252,영광군,2020-05-16,16.0,13.8,18.4,0.0,1.1,14.8,93.4,1.9
252,영광군,2020-05-17,18.4,13.6,25.8,0.0,1.3,16.0,87.8,8.9
252,영광군,2020-05-18,17.8,11.8,25.5,14.8,2.3,15.4,87.0,5.1
252,영광군,2020-05-19,13.0,10.4,15.8,2.2,2.6,10.5,85.1,1.0
252,영광군,2020-05-20,14.3,8.8,20.7,0.0,1.2,10.0,77.6,11.4
252,영광군,2020-05-21,16.4,9.1,23.1,0.0,1.2,12.5,79.4,10.6
252,영광군,2020-05-22,18.1,12.1,25.6,0.0,2.1,11.7,69.8,12.1
252,영광군,2020-05-23,19.7,13.1,25.5,0.0,1.8,14.0,71.0,8.6
252,영광군,2020-05-24,16.9,13.8,22.2,2.7,1.6,15.5,92.4,2.3
252,영광군,2020-05-25,16.3,13.5,20.7,0.0,1.6,13.7,85.8,4.3
252,영광군,2020-05-26,17.4,13.6,23.5,0.0,1.5,14.2,83.1,6.7
252,영광군,2020-05-27,17.1,12.7,22.9,0.0,1.9,12.1,75.0,12.6
252,영광군,2020-05-28,16.8,10.3,23.3,0.0,1.5,12.3,76.6,9.1
252,영광군,2020-05-29,19.1,13.3,26.0,0.0,1.3,13.7,73.5,11.6
252,영광군,2020-05-30,21.2,15.8,27.0,0.0,1.3,12.5,62.0,5.8
252,영광군,2020-05-31,19.9,16.1,23.7,0.7,1.5,15.9,78.8,2.4
252,영광군,2020-06-01,18.9,14.0,24.6,0.3,1.4,14.1,77.0,9.4
252,영광군,2020-06-02,20.0,11.8,26.0,0.0,1.5,12.6,67.8,6.4
252,영광군,2020-06-03,22.0,18.3,26.2,0.2,1.9,18.6,82.1,2.5
252,영광군,2020-06-04,23.7,20.0,30.2,0.0,1.9,19.0,76.8,11.7
252,영광군,2020-06-05,21.8,19.5,28.1,0.0,1.1,19.2,85.8,4.8
252,영광군,2020-06-06,21.3,18.8,27.1,0.0,1.3,18.4,84.4,8.7
252,영광군,2020-06-07,21.5,17.9,28.2,0.0,1.2,17.6,79.5,10.0
252,영광군,2020-06-08,23.8,16.6,31.8,0.0,1.0,16.5,67.3,12.3
252,영광군,2020-06-09,25.2,17.3,33.3,0.0,1.3,16.5,62.1,10.1
252,영광군,2020-06-10,24.0,21.0,32.7,10.8,1.9,19.6,78.9,7.0
252,영광군,2020-06-11,23.6,21.3,27.9,4.4,0.8,21.6,89.0,2.3
252,영광군,2020-06-12,22.5,20.6,27.5,12.3,1.3,20.4,88.3,2.3
252,영광군,2020-06-13,23.8,21.6,27.4,24.9,1.3,22.1,90.8,0.3
252,영광군,2020-06-14,22.7,20.5,25.9,30.3,1.9,20.4,87.5,3.5
252,영광군,2020-06-15,21.6,16.7,27.1,0.0,1.2,17.3,78.6,11.1
252,영광군,2020-06-16,22.4,18.3,27.7,0.0,1.1,16.9,74.4,11.1
252,영광군,2020-06-17,20.9,17.2,26.8,0.9,1.2,16.9,79.0,2.0
252,영광군,2020-06-18,18.6,17.0,20.2,33.5,0.6,17.7,94.5,0.0
252,영광군,2020-06-19,21.6,18.0,26.7,1.2,0.9,17.9,81.0,8.6
252,영광군,2020-06-20,21.8,17.6,26.7,0.0,0.9,18.2,81.3,7.3
252,영광군,2020-06-21,22.9,19.0,28.6,0.3,1.0,18.4,77.6,9.8
252,영광군,2020-06-22,22.9,17.2,28.8,0.0,1.2,18.8,79.0,12.1
252,영광군,2020-06-23,24.9,17.7,31.8,0.0,1.7,17.9,68.0,8.8
252,영광군,2020-06-24,22.6,20.8,24.6,12.7,3.1,20.1,87.0,0.1
252,영광군,2020-06-25,21.7,20.0,24.3,0.4,2.0,19.2,86.3,0.1
252,영광군,2020-06-26,22.6,19.8,27.3,0.0,1.3,18.4,78.9,6.6
252,영광군,2020-06-27,23.3,18.7,29.4,0.0,0.8,20.0,82.8,6.1
252,영광군,2020-06-28,22.6,18.7,26.6,0.0,1.4,18.9,80.8,7.8
252,영광군,2020-06-29,21.1,19.5,24.2,37.6,2.6,19.4,90.1,0.0
252,영광군,2020-06-30,19.6,18.2,21.7,10.5,3.0,18.2,91.9,0.0
252,영광군,2020-07-01,21.4,17.4,26.6,0.1,1.3,16.5,75.5,9.4
252,영광군,2020-07-02,22.3,17.0,27.8,0.0,0.7,18.3,79.8,5.8
252,영광군,2020-07-03,20.3,18.3,23.1,5.8,1.0,18.2,88.1,0.0
252,영광군,2020-07-04,20.1,18.3,23.1,0.0,0.7,18.2,89.1,0.0
252,영광군,2020-07-05,21.8,19.1,26.4,0.1,0.8,18.9,84.6,1.8
252,영광군,2020-07-06,22.7,19.6,25.9,2.0,0.9,20.6,88.9,0.5
252,영광군,2020-07-07,23.4,20.5,27.8,0.4,1.0,20.5,84.9,9.5
252,영광군,2020-07-08,22.9,20.0,27.6,0.0,1.4,19.9,84.1,6.8
252,영광군,2020-07-09,24.9,19.7,30.2,0.0,1.2,20.2,77.3,7.3
252,영광군,2020-07-10,24.7,22.7,29.0,13.4,1.3,21.8,84.9,2.3
252,영광군,2020-07-11,23.9,21.5,27.2,0.0,0.9,20.2,80.8,4.3
252,영광군,2020-07-12,21.6,20.2,23.5,63.6,1.8,19.3,87.5,0.0
252,영광군,2020-07-13,21.6,19.7,25.7,95.9,2.7,20.2,92.3,0.4
252,영광군,2020-07-14,19.8,19.2,20.9,7.7,1.0,18.7,93.8,0.0
252,영광군,2020-07-15,20.5,19.2,23.6,6.1,0.3,18.1,87.1,0.9
252,영광군,2020-07-16,22.0,19.1,27.1,0.0,0.4,19.0,84.1,5.7
252,영광군,2020-07-17,22.9,18.3,28.4,0.0,1.1,19.2,81.1,10.0
252,영광군,2020-07-18,23.2,20.7,27.3,0.0,2.1,18.8,76.9,3.0
252,영광군,2020-07-19,25.6,23.0,28.3,0.6,3.6,22.4,82.9,0.7
252,영광군,2020-07-20,23.7,22.0,26.7,32.3,1.5,21.9,89.9,0.1
252,영광군,2020-07-21,23.8,21.0,28.1,9.2,0.7,20.7,83.9,6.7
252,영광군,2020-07-22,22.0,21.2,23.3,16.1,0.2,21.1,95.1,0.0
252,영광군,2020-07-23,22.7,21.1,25.5,56.2,3.2,21.5,93.5,0.0
252,영광군,2020-07-24,21.1,19.7,23.6,10.1,1.2,19.8,92.5,0.4
252,영광군,2020-07-25,22.5,20.8,25.7,4.4,0.1,20.5,89.3,0.7
252,영광군,2020-07-26,22.7,20.4,27.4,0.0,0.1,19.8,84.8,3.0
252,영광군,2020-07-27,22.7,20.7,27.0,8.7,0.0,20.8,89.4,0.2
252,영광군,2020-07-28,24.9,21.2,28.2,1.3,1.1,23.3,91.1,0.0
252,영광군,2020-07-29,25.4,22.6,27.5,191.6,1.7,24.3,93.9,0.1
252,영광군,2020-07-30,26.3,25.0,28.8,5.6,1.8,24.8,91.8,1.0
252,영광군,2020-07-31,26.9,24.7,30.3,0.2,1.1,24.5,87.8,2.5
252,영광군,2020-08-01,26.2,22.6,30.2,14.4,1.8,23.8,87.5,1.9
252,영광군,2020-08-02,27.5,25.7,30.8,0.0,3.5,24.2,82.4,2.5
252,영광군,2020-08-03,27.7,26.0,30.7,0.0,3.4,24.3,82.4,1.7
252,영광군,2020-08-04,28.6,25.0,33.4,0.0,2.6,24.1,77.6,8.1
252,영광군,2020-08-05,28.3,26.2,32.0,4.2,3.3,24.2,79.1,4.5
252,영광군,2020-08-06,25.8,24.1,28.4,15.7,3.5,24.3,92.1,0.0
252,영광군,2020-08-07,24.9,23.7,26.2,94.9,1.6,24.1,95.8,0.0
